"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"22/05/2023","2.655","2.655","2.655","2.655","-0.49%"
"19/05/2023","2.668","2.650","2.668","2.650","0.64%"
"18/05/2023","2.651","2.648","2.651","2.648","0.04%"
"17/05/2023","2.650","2.648","2.650","2.648","0.04%"
"16/05/2023","2.649","2.685","2.685","2.649","-1.34%"
"15/05/2023","2.685","2.673","2.685","2.673","0.45%"
"12/05/2023","2.673","2.677","2.677","2.673","-0.15%"
"11/05/2023","2.677","2.683","2.683","2.677","-0.19%"
"10/05/2023","2.682","2.683","2.683","2.682","-0.04%"
"09/05/2023","2.683","2.714","2.714","2.683","-1.14%"
"08/05/2023","2.714","2.714","2.714","2.714","-1.34%"
"05/05/2023","2.751","2.815","2.815","2.751","-2.27%"
"04/05/2023","2.815","2.790","2.815","2.790","4.82%"
"03/05/2023","2.685","2.685","2.685","2.685","-0.02%"
"02/05/2023","2.686","2.687","2.687","2.686","0.00%"
"01/05/2023","2.687","2.687","2.687","2.687","-3.57%"
"28/04/2023","2.786","2.773","2.786","2.773","0.51%"
"27/04/2023","2.772","2.902","2.902","2.772","-4.51%"
"26/04/2023","2.903","2.901","2.903","2.901","0.07%"
"25/04/2023","2.901","2.943","2.943","2.901","-1.39%"
"24/04/2023","2.942","2.942","2.942","2.942","0.14%"
"21/04/2023","2.938","2.938","2.938","2.938","0.00%"
"20/04/2023","2.938","2.938","2.938","2.938","1.59%"
"19/04/2023","2.892","2.963","2.963","2.892","-2.40%"
"18/04/2023","2.963","2.947","2.963","2.947","0.51%"
"17/04/2023","2.948","2.948","2.948","2.948","0.17%"
"14/04/2023","2.943","2.943","2.943","2.943","0.00%"
"13/04/2023","2.943","2.943","2.943","2.943","0.00%"
"12/04/2023","2.943","2.948","2.948","2.943","-0.17%"
"11/04/2023","2.948","2.926","2.948","2.926","0.79%"
"10/04/2023","2.925","2.925","2.925","2.925","-3.37%"
"07/04/2023","3.027","3.007","3.027","3.007","0.63%"
"06/04/2023","3.008","2.925","3.008","2.925","2.84%"
"05/04/2023","2.925","3.051","3.051","2.925","-4.13%"
"04/04/2023","3.051","3.045","3.051","3.045","0.20%"
"03/04/2023","3.045","3.045","3.045","3.045","-3.88%"
"31/03/2023","3.168","3.368","3.368","3.168","-5.94%"
"30/03/2023","3.368","3.509","3.509","3.368","-4.02%"
"29/03/2023","3.509","3.537","3.537","3.509","-0.79%"
"28/03/2023","3.537","3.564","3.564","3.537","-0.76%"
"27/03/2023","3.564","3.564","3.564","3.564","-1.63%"
"24/03/2023","3.623","3.645","3.645","3.623","-0.60%"
"23/03/2023","3.645","3.793","3.793","3.645","-3.90%"
"22/03/2023","3.793","3.816","3.816","3.793","-0.60%"
"21/03/2023","3.816","3.838","3.838","3.816","-0.57%"
"20/03/2023","3.838","3.843","3.843","3.838","-0.13%"
"17/03/2023","3.843","3.846","3.846","3.843","-0.08%"
"16/03/2023","3.846","3.846","3.846","3.846","-3.78%"
"15/03/2023","3.997","3.997","3.997","3.997","-0.10%"
"14/03/2023","4.001","4.001","4.001","4.001","-0.55%"
"13/03/2023","4.023","4.023","4.023","4.023","-0.69%"
"10/03/2023","4.051","4.051","4.051","4.051","0.00%"
"09/03/2023","4.051","4.051","4.051","4.051","-0.12%"
"08/03/2023","4.056","4.056","4.056","4.056","0.12%"
"07/03/2023","4.051","4.051","4.051","4.051","-0.10%"
"06/03/2023","4.055","4.055","4.055","4.055","0.00%"
"03/03/2023","4.055","4.055","4.055","4.055","-0.02%"
"02/03/2023","4.056","4.056","4.056","4.056","0.02%"
"01/03/2023","4.055","4.056","4.056","4.055","-0.02%"
"28/02/2023","4.056","4.056","4.056","4.056","-0.12%"
"27/02/2023","4.061","4.061","4.061","4.061","0.10%"
"24/02/2023","4.057","4.057","4.057","4.057","0.25%"
"23/02/2023","4.047","4.047","4.047","4.047","0.05%"
"22/02/2023","4.045","4.045","4.045","4.045","0.32%"
"21/02/2023","4.032","4.032","4.032","4.032","0.57%"
"20/02/2023","4.009","4.009","4.009","4.009","0.45%"
"17/02/2023","3.991","3.991","3.991","3.991","0.00%"
"16/02/2023","3.991","3.991","3.991","3.991","0.25%"
"15/02/2023","3.981","3.981","3.981","3.981","0.00%"
"14/02/2023","3.981","3.995","3.995","3.981","-0.35%"
"13/02/2023","3.995","3.974","3.995","3.974","0.53%"
"10/02/2023","3.974","4.008","4.008","3.974","-0.85%"
"09/02/2023","4.008","4.013","4.013","4.008","-0.12%"
"08/02/2023","4.013","4.022","4.022","4.013","-0.22%"
"07/02/2023","4.022","4.017","4.022","4.017","0.12%"
"06/02/2023","4.017","4.002","4.017","4.002","0.37%"
"03/02/2023","4.002","4.018","4.018","4.002","-0.40%"
"02/02/2023","4.018","4.177","4.177","4.018","-3.81%"
"01/02/2023","4.177","4.491","4.491","4.177","-6.99%"
"31/01/2023","4.491","4.564","4.564","4.491","-1.60%"
"30/01/2023","4.564","4.600","4.600","4.564","-0.78%"
"27/01/2023","4.600","4.636","4.636","4.600","1.41%"
"26/01/2023","4.536","4.536","4.536","4.536","0.00%"
"25/01/2023","4.536","4.536","4.536","4.536","0.00%"
"24/01/2023","4.536","4.536","4.536","4.536","0.00%"
"23/01/2023","4.536","4.536","4.536","4.536","0.00%"
"20/01/2023","4.536","4.536","4.536","4.536","-2.16%"
"19/01/2023","4.636","4.636","4.636","4.636","-0.11%"
"18/01/2023","4.641","4.641","4.641","4.641","-1.15%"
"17/01/2023","4.695","4.695","4.695","4.695","-0.21%"
"16/01/2023","4.705","4.705","4.705","4.705","0.00%"
"13/01/2023","4.705","4.705","4.705","4.705","-0.49%"
"12/01/2023","4.728","4.728","4.728","4.728","-1.81%"
"11/01/2023","4.815","4.815","4.815","4.815","-0.08%"
"10/01/2023","4.819","4.819","4.819","4.819","-0.39%"
"09/01/2023","4.838","4.838","4.838","4.838","-0.39%"
"06/01/2023","4.857","4.857","4.857","4.857","-0.16%"
"05/01/2023","4.865","4.865","4.865","4.865","-0.45%"
"04/01/2023","4.887","4.887","4.887","4.887","0.08%"
"03/01/2023","4.883","4.887","4.887","4.883","2.02%"
"02/01/2023","4.786","4.786","4.786","4.786","-2.04%"
"30/12/2022","4.886","4.886","4.886","4.886","-0.10%"
"29/12/2022","4.891","4.891","4.891","4.891","-0.71%"
"28/12/2022","4.926","4.926","4.926","4.926","0.00%"
"27/12/2022","4.926","4.926","4.926","4.926","0.00%"
"26/12/2022","4.926","4.926","4.926","4.926","0.22%"
"23/12/2022","4.915","4.926","4.926","4.915","-0.49%"
"22/12/2022","4.939","4.939","4.939","4.939","-0.10%"
"21/12/2022","4.944","4.944","4.944","4.944","0.00%"
"20/12/2022","4.944","4.944","4.944","4.944","-0.18%"
"19/12/2022","4.953","4.953","4.953","4.953","-0.06%"
"16/12/2022","4.956","4.956","4.956","4.956","0.00%"
"15/12/2022","4.956","4.956","4.956","4.956","-0.02%"
"14/12/2022","4.957","4.957","4.957","4.957","0.00%"
"13/12/2022","4.957","4.957","4.957","4.957","0.00%"
"12/12/2022","4.957","4.957","4.957","4.957","0.00%"
"09/12/2022","4.957","4.957","4.957","4.957","-0.02%"
"08/12/2022","4.958","4.958","4.958","4.958","-0.18%"
"07/12/2022","4.967","4.967","4.967","4.967","-0.06%"
"06/12/2022","4.970","4.970","4.970","4.970","0.00%"
"05/12/2022","4.970","4.970","4.970","4.970","-0.18%"
"02/12/2022","4.979","4.979","4.979","4.979","0.00%"
"01/12/2022","4.979","4.979","4.979","4.979","0.00%"
"30/11/2022","4.979","4.979","4.979","4.979","0.00%"
"29/11/2022","4.979","4.979","4.979","4.979","0.06%"
"28/11/2022","4.976","4.976","4.976","4.976","-0.04%"
"25/11/2022","4.978","4.978","4.978","4.978","0.00%"
"24/11/2022","4.978","4.978","4.978","4.978","0.14%"
"23/11/2022","4.971","4.971","4.971","4.971","0.00%"
"22/11/2022","4.971","4.971","4.971","4.971","0.00%"
"21/11/2022","4.971","4.971","4.971","4.971","-0.10%"
"18/11/2022","4.976","4.976","4.976","4.976","0.00%"
"17/11/2022","4.976","4.976","4.976","4.976","0.00%"
"16/11/2022","4.976","4.976","4.976","4.976","-0.06%"
"15/11/2022","4.979","4.979","4.979","4.979","-0.44%"
"14/11/2022","5.001","5.001","5.001","5.001","-0.44%"
"11/11/2022","5.023","5.023","5.023","5.023","0.08%"
"10/11/2022","5.019","5.019","5.019","5.019","-0.12%"
"09/11/2022","5.025","5.025","5.025","5.025","-0.14%"
"08/11/2022","5.032","5.032","5.032","5.032","-0.04%"
"07/11/2022","5.034","5.034","5.034","5.034","0.04%"
"04/11/2022","5.032","5.032","5.032","5.032","0.18%"
"03/11/2022","5.023","5.023","5.023","5.023","0.16%"
"02/11/2022","5.015","5.015","5.015","5.015","0.18%"
"01/11/2022","5.006","5.006","5.006","5.006","0.02%"
"31/10/2022","5.005","5.005","5.005","5.005","0.10%"
"28/10/2022","5.000","5.000","5.000","5.000","-0.18%"
"27/10/2022","5.009","5.009","5.009","5.009","0.46%"
"26/10/2022","4.986","4.986","4.986","4.986","0.26%"
"25/10/2022","4.973","4.973","4.973","4.973","1.20%"
"24/10/2022","4.914","4.914","4.914","4.914","-0.08%"
"21/10/2022","4.918","4.918","4.918","4.918","0.47%"
"20/10/2022","4.895","4.885","4.895","4.885","0.47%"
"19/10/2022","4.872","4.882","4.882","4.872","-0.47%"
"18/10/2022","4.895","4.895","4.895","4.895","-1.27%"
"17/10/2022","4.958","4.958","4.958","4.958","-0.12%"
"14/10/2022","4.964","4.964","4.964","4.964","-0.18%"
"13/10/2022","4.973","4.973","4.973","4.973","-0.08%"
"12/10/2022","4.977","4.977","4.977","4.977","0.73%"
"11/10/2022","4.941","4.941","4.941","4.941","-0.28%"
"10/10/2022","4.955","4.955","4.955","4.955","0.06%"
"07/10/2022","4.952","4.952","4.952","4.952","-0.28%"
"06/10/2022","4.966","4.966","4.966","4.966","-0.28%"
"05/10/2022","4.980","4.980","4.980","4.980","1.03%"
"04/10/2022","4.929","4.929","4.929","4.929","3.83%"
"03/10/2022","4.747","4.701","4.747","4.701","0.15%"
"30/09/2022","4.740","4.701","4.740","4.701","0.83%"
"29/09/2022","4.701","4.701","4.701","4.701","-0.68%"
"28/09/2022","4.733","4.733","4.733","4.733","2.87%"
"27/09/2022","4.601","4.601","4.601","4.601","6.58%"
"26/09/2022","4.317","4.317","4.317","4.317","0.40%"
"23/09/2022","4.300","4.300","4.300","4.300","4.44%"
"22/09/2022","4.117","4.117","4.117","4.117","13.89%"
"21/09/2022","3.615","3.615","3.615","3.615","8.56%"
"20/09/2022","3.330","3.330","3.330","3.330","3.61%"
"19/09/2022","3.214","3.214","3.214","3.214","0.66%"
"16/09/2022","3.193","3.193","3.193","3.193","2.57%"
"15/09/2022","3.113","3.113","3.113","3.113","-0.03%"
"14/09/2022","3.114","3.114","3.114","3.114","1.10%"
"13/09/2022","3.080","3.080","3.080","3.080","1.92%"
"12/09/2022","3.022","3.022","3.022","3.022","0.37%"
"09/09/2022","3.011","3.022","3.022","3.022","0.03%"
"08/09/2022","3.010","3.010","3.010","3.010","2.59%"
"07/09/2022","2.934","2.934","2.934","2.934","1.80%"
"06/09/2022","2.882","2.882","2.882","2.882","2.60%"
"05/09/2022","2.809","2.784","2.809","2.784","6.20%"
"02/09/2022","2.645","2.645","2.645","2.645","0.00%"
"01/09/2022","2.645","2.645","2.645","2.645","-3.57%"
"31/08/2022","2.743","2.747","2.747","2.743","-0.15%"
"30/08/2022","2.747","2.747","2.747","2.747","-0.11%"
"29/08/2022","2.750","2.760","2.760","2.750","-0.47%"
"26/08/2022","2.763","2.763","2.763","2.763","-0.14%"
"25/08/2022","2.767","2.767","2.767","2.767","0.47%"
"24/08/2022","2.754","2.767","2.767","2.767","-0.18%"
"23/08/2022","2.759","2.759","2.759","2.759","0.55%"
"22/08/2022","2.744","2.744","2.744","2.744","-0.15%"
"19/08/2022","2.748","2.748","2.748","2.748","0.33%"
"18/08/2022","2.739","2.739","2.739","2.739","-0.04%"
"17/08/2022","2.740","2.740","2.740","2.740","0.44%"
"16/08/2022","2.728","2.728","2.728","2.728","-0.07%"
"15/08/2022","2.730","2.730","2.730","2.730","0.26%"
"12/08/2022","2.723","2.723","2.723","2.723","-0.51%"
"11/08/2022","2.737","2.737","2.737","2.737","-1.19%"
"10/08/2022","2.770","2.761","2.770","2.761","-0.61%"
"09/08/2022","2.787","2.797","2.797","2.787","1.27%"
"08/08/2022","2.752","2.752","2.752","2.752","0.11%"
"05/08/2022","2.749","2.749","2.749","2.749","0.11%"
"04/08/2022","2.746","2.746","2.746","2.746","-0.04%"
"03/08/2022","2.747","2.747","2.747","2.747","0.44%"
"02/08/2022","2.735","2.735","2.735","2.735","0.00%"
"01/08/2022","2.735","2.735","2.735","2.735","-0.04%"
"29/07/2022","2.736","2.736","2.736","2.736","1.15%"
"28/07/2022","2.705","2.705","2.705","2.705","-5.65%"
"27/07/2022","2.867","2.867","2.867","2.867","24.60%"
"26/07/2022","2.301","2.301","2.301","2.301","3.51%"
"25/07/2022","2.223","2.223","2.223","2.223","1.09%"
"22/07/2022","2.199","2.189","2.199","2.189","2.28%"
"21/07/2022","2.150","2.161","2.161","2.150","-1.10%"
"20/07/2022","2.174","2.174","2.174","2.174","-0.96%"
"19/07/2022","2.195","2.195","2.195","2.195","6.66%"
"18/07/2022","2.058","2.058","2.058","2.058","1.63%"
"15/07/2022","2.025","2.025","2.025","2.025","0.30%"
"14/07/2022","2.019","2.019","2.019","2.019","0.40%"
"13/07/2022","2.011","2.011","2.011","2.011","-0.40%"
"12/07/2022","2.019","2.019","2.019","2.019","-0.49%"
"11/07/2022","2.029","2.029","2.029","2.029","-0.88%"
"08/07/2022","2.047","2.047","2.047","2.047","3.70%"
"07/07/2022","1.974","1.974","1.974","1.974","-0.25%"
"06/07/2022","1.979","1.979","1.979","1.979","-2.85%"
"05/07/2022","2.037","1.957","2.037","1.957","5.65%"
"04/07/2022","1.928","1.937","1.937","1.928","-1.23%"
"01/07/2022","1.952","1.990","2.022","1.952","0.10%"
"30/06/2022","1.950","1.950","1.950","1.950","-1.91%"
"29/06/2022","1.988","1.988","1.988","1.988","1.64%"
"28/06/2022","1.956","1.956","1.956","1.956","0.82%"
"27/06/2022","1.940","1.940","1.940","1.940","-0.05%"
"24/06/2022","1.941","1.942","1.942","1.941","-0.05%"
"23/06/2022","1.942","1.942","1.942","1.942","-0.05%"
"22/06/2022","1.943","1.943","1.943","1.943","-0.05%"
"21/06/2022","1.944","1.944","1.944","1.944","-0.05%"
"20/06/2022","1.945","1.945","1.945","1.945","4.74%"
"17/06/2022","1.857","1.857","1.857","1.857","-1.95%"
"16/06/2022","1.894","1.894","1.894","1.894","-2.12%"
"15/06/2022","1.935","1.935","1.935","1.935","0.05%"
"14/06/2022","1.934","1.934","1.934","1.934","0.16%"
"13/06/2022","1.931","1.931","1.931","1.931","3.32%"
"10/06/2022","1.869","1.869","1.869","1.869","-1.32%"
"09/06/2022","1.894","1.894","1.894","1.894","-1.92%"
"08/06/2022","1.931","1.931","1.931","1.931","-0.10%"
"07/06/2022","1.933","1.933","1.933","1.933","0.89%"
"06/06/2022","1.916","1.916","1.916","1.916","-7.66%"
"03/06/2022","2.075","2.075","2.075","2.075","0.73%"
"02/06/2022","2.060","2.060","2.060","2.060","-0.68%"
"01/06/2022","2.074","2.087","2.087","2.074","-0.58%"
"31/05/2022","2.086","2.086","2.086","2.086","-0.76%"
"30/05/2022","2.102","2.102","2.102","2.102","0.72%"
"27/05/2022","2.087","2.087","2.087","2.087","-0.86%"
"26/05/2022","2.105","2.105","2.105","2.105","0.96%"
"25/05/2022","2.085","2.085","2.085","2.085","-0.71%"
"24/05/2022","2.100","2.100","2.100","2.100","-0.43%"
"23/05/2022","2.109","2.109","2.109","2.109","-2.18%"
"20/05/2022","2.156","2.156","2.156","2.156","-0.65%"
"19/05/2022","2.170","2.170","2.170","2.170","-0.46%"
"18/05/2022","2.180","2.180","2.180","2.180","0.00%"
"17/05/2022","2.180","2.180","2.180","2.180","-0.05%"
"16/05/2022","2.181","2.181","2.181","2.181","-0.27%"
"13/05/2022","2.187","2.187","2.187","2.187","0.88%"
"12/05/2022","2.168","2.168","2.168","2.168","2.75%"
"11/05/2022","2.110","2.110","2.110","2.110","1.49%"
"10/05/2022","2.079","2.079","2.079","2.079","0.05%"
"09/05/2022","2.078","2.078","2.078","2.078","3.08%"
"06/05/2022","2.016","2.016","2.016","2.016","-0.10%"
"05/05/2022","2.018","2.018","2.018","2.018","1.51%"
"04/05/2022","1.988","1.988","1.988","1.988","5.41%"
"03/05/2022","1.886","1.886","1.886","1.886","0.00%"
"02/05/2022","1.886","1.886","1.886","1.886","-5.04%"
"29/04/2022","1.986","1.986","1.986","1.986","-0.25%"
"28/04/2022","1.991","1.991","1.991","1.991","-0.10%"
"27/04/2022","1.993","1.993","1.993","1.993","-0.10%"
"26/04/2022","1.995","1.995","1.995","1.995","0.05%"
"25/04/2022","1.994","1.994","1.994","1.994","-0.60%"
"22/04/2022","2.006","2.006","2.006","2.006","2.14%"
"21/04/2022","1.964","1.964","1.964","1.964","-0.66%"
"20/04/2022","1.977","1.977","1.977","1.977","-1.45%"
"19/04/2022","2.006","2.006","2.006","2.006","-5.06%"
"18/04/2022","2.113","2.113","2.113","2.113","1.49%"
"15/04/2022","2.082","2.082","2.082","2.082","-1.37%"
"14/04/2022","2.111","2.111","2.111","2.111","0.38%"
"13/04/2022","2.103","2.103","2.103","2.103","-2.41%"
"12/04/2022","2.155","2.155","2.155","2.155","11.92%"
"11/04/2022","1.926","1.926","1.926","1.926","-4.96%"
"08/04/2022","2.026","2.026","2.026","2.026","0.65%"
"07/04/2022","2.013","2.013","2.013","2.013","4.57%"
"06/04/2022","1.925","1.925","1.925","1.925","9.75%"
"05/04/2022","1.754","1.754","1.754","1.754","0.75%"
"04/04/2022","1.741","1.741","1.741","1.741","0.58%"
"01/04/2022","1.731","1.729","1.731","1.729","0.41%"
"31/03/2022","1.724","1.724","1.724","1.724","5.12%"
"30/03/2022","1.640","1.641","1.641","1.640","-5.75%"
"29/03/2022","1.740","1.740","1.740","1.740","1.16%"
"28/03/2022","1.720","1.720","1.720","1.720","-2.82%"
"25/03/2022","1.770","1.770","1.770","1.770","0.57%"
"24/03/2022","1.760","1.760","1.760","1.760","-0.85%"
"23/03/2022","1.775","1.775","1.775","1.775","-0.28%"
"22/03/2022","1.780","1.780","1.780","1.780","3.85%"
"21/03/2022","1.714","1.714","1.714","1.714","6.00%"
"18/03/2022","1.617","1.617","1.617","1.617","1.00%"
"17/03/2022","1.601","1.601","1.601","1.601","0.00%"
"16/03/2022","1.601","1.601","1.601","1.601","0.00%"
"15/03/2022","1.601","1.601","1.601","1.601","7.09%"
"14/03/2022","1.495","1.495","1.495","1.495","0.67%"
"11/03/2022","1.485","1.485","1.485","1.485","0.68%"
"10/03/2022","1.475","1.475","1.475","1.475","-1.01%"
"09/03/2022","1.490","1.490","1.490","1.490","0.74%"
"08/03/2022","1.479","1.479","1.479","1.479","-0.07%"
"07/03/2022","1.480","1.480","1.480","1.480","-0.34%"
"04/03/2022","1.485","1.485","1.485","1.485","-4.62%"
"03/03/2022","1.557","1.557","1.557","1.557","8.81%"
"02/03/2022","1.431","1.431","1.431","1.431","-2.52%"
"01/03/2022","1.468","1.468","1.468","1.468","6.15%"
"28/02/2022","1.383","1.383","1.383","1.383","8.98%"
"25/02/2022","1.269","1.269","1.269","1.269","17.17%"
"24/02/2022","1.083","1.083","1.083","1.083","4.64%"
"23/02/2022","1.035","1.035","1.035","1.035","1.87%"
"22/02/2022","1.016","1.016","1.016","1.016","0.10%"
"21/02/2022","1.015","1.015","1.015","1.015","1.50%"
"18/02/2022","1.000","1.000","1.000","1.000","8.11%"
"17/02/2022","0.925","0.925","0.925","0.925","11.18%"
"16/02/2022","0.832","0.832","0.832","0.832","9.47%"
"15/02/2022","0.760","0.760","0.760","0.760","3.12%"
"14/02/2022","0.737","0.737","0.737","0.737","2.22%"
"11/02/2022","0.721","0.721","0.721","0.721","2.12%"
"10/02/2022","0.706","0.706","0.706","0.706","0.43%"
"09/02/2022","0.703","0.703","0.703","0.703","8.99%"
"08/02/2022","0.645","0.645","0.645","0.645","1.74%"
"07/02/2022","0.634","0.637","0.637","0.634","20.08%"
"04/02/2022","0.528","0.528","0.528","0.528","0.00%"
"03/02/2022","0.528","0.528","0.528","0.528","0.00%"
"02/02/2022","0.528","0.528","0.528","0.528","0.00%"
"01/02/2022","0.528","0.528","0.528","0.528","0.00%"
"31/01/2022","0.528","0.528","0.528","0.528","-15.92%"
"28/01/2022","0.628","0.628","0.628","0.628","0.00%"
"27/01/2022","0.628","0.628","0.628","0.628","-0.16%"
"26/01/2022","0.629","0.629","0.629","0.629","-2.63%"
"25/01/2022","0.646","0.646","0.646","0.646","1.10%"
"24/01/2022","0.639","0.639","0.639","0.639","-3.62%"
"21/01/2022","0.663","0.663","0.663","0.663","1.22%"
"20/01/2022","0.655","0.655","0.655","0.655","-2.38%"
"19/01/2022","0.671","0.671","0.671","0.671","-4.69%"
"18/01/2022","0.704","0.704","0.704","0.704","-0.14%"
"17/01/2022","0.705","0.705","0.705","0.705","1.15%"
"14/01/2022","0.697","0.697","0.697","0.697","-1.27%"
"13/01/2022","0.706","0.706","0.706","0.706","1.15%"
"12/01/2022","0.698","0.698","0.698","0.698","-0.14%"
"11/01/2022","0.699","0.699","0.699","0.699","-2.92%"
"10/01/2022","0.720","0.720","0.720","0.720","0.00%"
"07/01/2022","0.720","0.720","0.720","0.720","0.00%"
"06/01/2022","0.720","0.720","0.720","0.720","-0.14%"
"05/01/2022","0.721","0.721","0.721","0.721","0.28%"
"04/01/2022","0.719","0.727","0.727","0.719","16.82%"
"03/01/2022","0.615","0.616","0.616","0.615","-13.92%"
"31/12/2021","0.715","0.715","0.715","0.715","0.14%"
"30/12/2021","0.714","0.714","0.714","0.714","-0.14%"
"29/12/2021","0.715","0.715","0.715","0.715","0.00%"
"28/12/2021","0.715","0.715","0.715","0.715","-1.38%"
"27/12/2021","0.725","0.725","0.725","0.725","-1.09%"
"24/12/2021","0.733","0.723","0.733","0.723","6.23%"
"23/12/2021","0.690","0.690","0.690","0.690","1.77%"
"22/12/2021","0.678","0.678","0.678","0.678","3.35%"
"21/12/2021","0.656","0.667","0.667","0.656","-2.09%"
"20/12/2021","0.670","0.680","0.680","0.670","-7.97%"
"17/12/2021","0.728","0.708","0.728","0.708","19.34%"
"16/12/2021","0.610","0.610","0.610","0.610","0.00%"
"15/12/2021","0.610","0.610","0.610","0.610","-2.09%"
"14/12/2021","0.623","0.623","0.623","0.623","-1.58%"
"13/12/2021","0.633","0.633","0.633","0.633","-4.81%"
"10/12/2021","0.665","0.665","0.665","0.665","0.00%"
"09/12/2021","0.665","0.655","0.665","0.655","9.20%"
"08/12/2021","0.609","0.609","0.609","0.609","5.00%"
"07/12/2021","0.580","0.580","0.580","0.580","-1.69%"
"06/12/2021","0.590","0.591","0.591","0.590","-7.52%"
"03/12/2021","0.638","0.627","0.638","0.627","10.00%"
"02/12/2021","0.580","0.580","0.580","0.580","-0.17%"
"01/12/2021","0.581","0.581","0.581","0.581","0.17%"
"30/11/2021","0.580","0.580","0.580","0.580","0.00%"
"29/11/2021","0.580","0.580","0.580","0.580","-0.17%"
"26/11/2021","0.581","0.581","0.581","0.581","0.00%"
"25/11/2021","0.581","0.581","0.581","0.581","0.00%"
"24/11/2021","0.581","0.582","0.582","0.581","-0.17%"
"23/11/2021","0.582","0.582","0.582","0.582","0.00%"
"22/11/2021","0.582","0.583","0.583","0.582","0.00%"
"19/11/2021","0.582","0.582","0.582","0.582","0.00%"
"18/11/2021","0.582","0.582","0.582","0.582","-0.17%"
"17/11/2021","0.583","0.583","0.583","0.583","0.00%"
"16/11/2021","0.583","0.583","0.583","0.583","-0.17%"
"15/11/2021","0.584","0.582","0.584","0.582","0.17%"
"12/11/2021","0.583","0.583","0.583","0.583","0.00%"
"11/11/2021","0.583","0.583","0.583","0.583","0.00%"
"10/11/2021","0.583","0.586","0.586","0.583","-0.51%"
"09/11/2021","0.586","0.587","0.587","0.586","-0.17%"
"08/11/2021","0.587","0.582","0.587","0.582","0.86%"
"05/11/2021","0.582","0.583","0.583","0.582","-0.17%"
"04/11/2021","0.583","0.584","0.584","0.583","-0.17%"
"03/11/2021","0.584","0.584","0.584","0.584","0.17%"
"02/11/2021","0.583","0.584","0.584","0.583","-0.17%"
"01/11/2021","0.584","0.584","0.584","0.584","-0.17%"
"29/10/2021","0.585","0.585","0.585","0.585","0.00%"
"28/10/2021","0.585","0.585","0.585","0.585","-0.17%"
"27/10/2021","0.586","0.586","0.586","0.586","0.17%"
"26/10/2021","0.585","0.585","0.585","0.585","-3.47%"
"25/10/2021","0.606","0.607","0.607","0.606","-0.33%"
"22/10/2021","0.608","0.608","0.608","0.608","0.16%"
"21/10/2021","0.607","0.608","0.608","0.607","-0.16%"
"20/10/2021","0.608","0.608","0.608","0.608","-0.16%"
"19/10/2021","0.609","0.609","0.609","0.609","0.16%"
"18/10/2021","0.608","0.608","0.608","0.608","-0.16%"
"15/10/2021","0.609","0.620","0.620","0.609","-1.62%"
"14/10/2021","0.619","0.619","0.619","0.619","-0.16%"
"13/10/2021","0.620","0.620","0.620","0.620","0.16%"
"12/10/2021","0.619","0.621","0.621","0.619","-0.16%"
"11/10/2021","0.620","0.620","0.620","0.620","-0.32%"
"08/10/2021","0.622","0.612","0.622","0.612","1.63%"
"07/10/2021","0.612","0.613","0.613","0.612","0.00%"
"06/10/2021","0.612","0.612","0.612","0.612","0.00%"
"05/10/2021","0.612","0.613","0.613","0.612","-0.16%"
"04/10/2021","0.613","0.613","0.613","0.613","19.26%"
"03/10/2021","0.514","0.514","0.514","0.514","-16.29%"
"01/10/2021","0.614","0.615","0.615","0.614","-0.16%"
"30/09/2021","0.615","0.615","0.615","0.615","0.00%"
"29/09/2021","0.615","0.615","0.615","0.615","11.41%"
"28/09/2021","0.552","0.552","0.552","0.552","5.34%"
"27/09/2021","0.524","0.524","0.524","0.524","0.77%"
"24/09/2021","0.520","0.501","0.520","0.501","3.79%"
"23/09/2021","0.501","0.501","0.501","0.501","0.00%"
"22/09/2021","0.501","0.501","0.501","0.501","10.35%"
"21/09/2021","0.454","0.464","0.464","0.454","-2.16%"
"20/09/2021","0.464","0.464","0.464","0.464","-0.43%"
"17/09/2021","0.466","0.466","0.466","0.466","0.00%"
"16/09/2021","0.466","0.467","0.467","0.464","0.43%"
"15/09/2021","0.464","0.467","0.467","0.464","-0.85%"
"14/09/2021","0.468","0.468","0.468","0.468","0.00%"
"13/09/2021","0.468","0.468","0.468","0.468","0.00%"
"10/09/2021","0.468","0.468","0.468","0.468","-0.43%"
"09/09/2021","0.470","0.470","0.470","0.470","0.00%"
"08/09/2021","0.470","0.470","0.470","0.470","-0.42%"
"07/09/2021","0.472","0.472","0.472","0.472","0.00%"
"06/09/2021","0.472","0.472","0.472","0.472","26.54%"
"03/09/2021","0.373","0.373","0.373","0.373","0.00%"
"02/09/2021","0.373","0.373","0.373","0.373","-21.14%"
"01/09/2021","0.473","0.473","0.473","0.473","18.25%"
"31/08/2021","0.400","0.400","0.400","0.400","-2.44%"
"30/08/2021","0.410","0.410","0.410","0.410","-0.24%"
"27/08/2021","0.411","0.411","0.411","0.411","0.24%"
"26/08/2021","0.410","0.410","0.410","0.410","0.00%"
"25/08/2021","0.410","0.410","0.410","0.410","0.00%"
"24/08/2021","0.410","0.410","0.410","0.410","0.00%"
"23/08/2021","0.410","0.410","0.410","0.410","0.00%"
"20/08/2021","0.410","0.410","0.410","0.410","-2.61%"
